signal_id,contract_address,signal_timestamp,entry_time,exit_time,entry_price,exit_price,pnl_pct,reason,source,narrative,meta_levels_hit,meta_fractions_exited,meta_realized_multiple,meta_time_stop_triggered,meta_runner_ladder,meta_entry_idx,meta_vol_sum_5m,meta_range_pct_5m,meta_volat_5m,meta_vol_sum_15m,meta_range_pct_15m,meta_volat_15m,meta_vol_sum_60m,meta_range_pct_60m,meta_volat_60m,meta_total_supply_used,meta_entry_mcap_proxy,meta_exit_mcap_proxy,meta_mcap_change_pct
tg_1758611100_139116,DPgmdXrqGHykj26xTGsmoNpFMfjaFB93cHvURriHpump,2025-07-01 05:45:35+00:00,2025-07-01 05:46:00+00:00,2025-07-01 11:18:00+00:00,5.950337648445003e-05,3.281009730620056e-06,-94.48601083759091,tp,tg:1758611100,,{},{},0.05513989162409094,False,True,0,8864.314757262255,0.10908268177659194,0.0462381076960848,26946.351097437528,0.24366176508862092,0.04655468562683255,97485.7685960735,0.5747979667338275,0.06173341685769328,1000000000.0,59503.37648445003,3281.009730620056,-0.9448601083759091
tg_1758611100_139158,4cjmXiM4Mg7F5Q5mXJF4Xn9y36wY9xLHK5nzcN4qpump,2025-07-01 09:30:29+00:00,2025-07-01 09:31:00+00:00,2025-07-01 15:30:00+00:00,8.862516388928094e-05,0.00012748143448391164,43.84338362767224,tp,tg:1758611100,,"{""2.0"": ""2025-07-01T09:51:00+00:00""}","{""2.0"": 0.4}",1.4384338362767224,False,True,0,97916.64614755231,0.5427843006041345,0.28733144960066176,147550.43533796674,0.5703207733058681,0.22248791993943157,147550.43533796674,0.5703207733058681,0.22248791993943157,1000000000.0,88625.16388928094,127481.43448391164,0.43843383627672244
tg_1758611100_139169,A4u2PhhSxFUJdXRrqzbpQhgYEWZ56Mj5gFSFhYSFpump,2025-07-01 10:19:22+00:00,2025-07-01 10:20:00+00:00,2025-07-01 16:14:00+00:00,8.642882319763638e-05,6.457672585922491e-06,-92.52833447569249,tp,tg:1758611100,,{},{},0.07471665524307512,False,True,0,21600.628849252906,0.3254644937462109,0.06811210744957927,73056.25769526967,0.5731308881199682,0.14721165989567814,73056.25769526967,0.5731308881199682,0.14721165989567814,1000000000.0,86428.82319763637,6457.672585922491,-0.9252833447569248
tg_1758611100_139190,5RcXsuKg6nWH9UEKdf22XLwwKJE2EmcGuHNadpgGDa9v,2025-07-01 12:43:35+00:00,2025-07-01 12:44:00+00:00,2025-07-01 18:43:00+00:00,0.0001768686344485,3.38205917543228e-05,-80.87812920601783,tp,tg:1758611100,,{},{},0.19121870793982165,False,True,0,60715.36776263714,0.3562937271579892,0.12042194238206444,454338.7835741491,0.94035990126876,0.35718089593416924,1480022.3770733813,1.170528724705112,0.26548782782106967,1000000000.0,176868.6344485,33820.5917543228,-0.8087812920601782
tg_1758611100_139201,6NWctRoMdzNjEwNqHmQv5b1nEi5XURek63wDdrawsBLV,2025-07-01 13:44:28+00:00,2025-07-01 13:45:00+00:00,2025-07-01 19:25:00+00:00,0.0007359013167536,0.0006409777711973,-12.898950361313599,tp,tg:1758611100,,{},{},0.871010496386864,False,True,0,46.80092593362664,0.03441428602767359,0.0,145.1122538877444,0.03736926315842948,0.0,147.09656479585857,0.03736926315842948,0.05113631367951348,1000000000.0,735901.3167536,640977.7711972999,-0.12898950361313608
tg_1758611100_139216,DaPKQjewgFoCdgtK7X7V33PDQmG69r8Qvst9ZCjZpump,2025-07-01 15:51:26+00:00,2025-07-01 15:52:00+00:00,2025-07-01 21:51:00+00:00,0.0001118185446662,4.483395873932098e-05,-59.90471985379615,tp,tg:1758611100,,{},{},0.40095280146203854,False,True,0,14227.873476672195,0.40323761391706847,0.1312023198444938,26295.280185496624,0.5855715453445371,0.12104924000715514,167214.12697208504,0.9025864202316837,0.11768178684567154,1000000000.0,111818.5446662,44833.95873932098,-0.5990471985379614
tg_1758611100_139226,t8w3Tr9crxWCKdr8B91n4mxAaCmYAXXWvs64WYdpump,2025-07-01 16:58:49+00:00,2025-07-01 16:59:00+00:00,2025-07-01 22:57:00+00:00,7.509319700918323e-05,2.752905265005208e-05,-63.340150977077826,tp,tg:1758611100,,{},{},0.36659849022922175,False,True,0,7431.318955429495,0.27212408019631845,0.11326733914763996,28064.579179027223,0.4055811328273309,0.08164292197492373,495289.4407310959,2.5807520132128627,0.12759941073798967,1000000000.0,75093.19700918322,27529.05265005208,-0.6334015097707782
tg_1758611100_139250,EeKce1KYy6FzSr6hTkBgmAJhosxkwfpY9vDW94Tpbonk,2025-07-01 18:54:49+00:00,2025-07-01 18:55:00+00:00,2025-07-02 00:54:00+00:00,0.0001481322868964,0.00017485833587171394,18.042014698662868,tp,tg:1758611100,,"{""2.0"": ""2025-07-01T19:06:00+00:00""}","{""2.0"": 0.4}",1.1804201469866287,False,True,0,17280.935800443116,0.6829411597365135,0.23214356500864425,41219.89192890162,0.9497900925817794,0.23715201787405302,125462.86686726243,0.9862646011421944,0.16821753516649066,1000000000.0,148132.2868964,174858.33587171393,0.1804201469866286
tg_1758611100_139291,DxzQNenW6q4jMs76e6jjhqvJbZ39gEUTAn5gdd1Nbonk,2025-07-01 23:14:56+00:00,2025-07-01 23:35:00+00:00,2025-07-02 05:11:00+00:00,7.960114886366141e-05,6.191115718980487e-06,-92.22232868826498,tp,tg:1758611100,,{},{},0.07777671311735028,False,True,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000000000.0,79601.14886366141,6191.115718980487,-0.9222232868826498
tg_1758611100_139330,HLRs2Yj3GHWuWrrxotQo2oQ9P2oUSYwqstwYtBkBbonk,2025-07-02 04:14:42+00:00,2025-07-02 04:15:00+00:00,2025-07-02 10:14:00+00:00,0.0003226258654956,0.0005057033348752,56.74606067258945,tp,tg:1758611100,,{},{},1.5674606067258945,False,True,0,53891.80352377639,0.4933253804105506,0.096274956823924,66257.27703401039,0.6612802702776774,0.08180282464505305,119618.87897087735,0.7706831916608713,0.058192559595965136,1000000000.0,322625.8654956,505703.3348752,0.5674606067258946
tg_1758611100_139335,FJjKH9Xp2SvNDNUSN7X9T4uMNafFEYzbZpnwEZXKpump,2025-07-02 04:38:03+00:00,2025-07-02 04:39:00+00:00,2025-07-02 10:38:00+00:00,0.0019043440294152,0.0018430866443361,-3.2167184149972883,tp,tg:1758611100,,{},{},0.9678328158500271,False,True,0,11635.298490215799,0.07793226755985622,0.00734971586627767,52039.9198500118,0.18223560114081458,0.025188746457548095,229734.06921512916,0.3816514738717613,0.03924698748361579,1000000000.0,1904344.0294152,1843086.6443361,-0.03216718414997284
tg_1758611100_139345,6mfaa4KbMHfGfXtWmjpkXoNMLsYSPD69qsGtPqbkpump,2025-07-02 05:17:23+00:00,2025-07-02 05:18:00+00:00,2025-07-02 11:17:00+00:00,0.0008032116737096,0.0004437268831165,-44.755922051385824,tp,tg:1758611100,,{},{},0.5524407794861418,False,True,0,783597.879438437,0.7212963999190634,0.1461296830336053,1813063.6557399402,1.2820453477043743,0.21205671573495152,1813063.6557399402,1.2820453477043743,0.21205671573495152,1000000000.0,803211.6737096,443726.8831165,-0.4475592205138582
tg_1758611100_139413,57vRgzy9iteSQRPQgX2L4RcsjxgstfMNZhswtBKLpump,2025-07-02 11:45:48+00:00,2025-07-02 11:46:00+00:00,2025-07-02 17:11:00+00:00,6.566013025580051e-05,3.2667540076255803e-06,-95.02475247170715,tp,tg:1758611100,,{},{},0.0497524752829285,False,True,0,12069.962028123075,0.2904686384881326,0.06004050230755053,14446.168016962361,0.2904686384881326,0.052572329723161206,14446.168016962361,0.2904686384881326,0.052572329723161206,1000000000.0,65660.13025580051,3266.7540076255805,-0.9502475247170715
