id,network,name,contract_address,timestamp,source,twitter_url,pinned_earlier,launch
tg_1758611100_139045,SOL,Update 2x  lean,67xkS3KGdbiqjvPfb9QpeKxL2tmRebn36bVwby9mpump,2025-07-01T00:12:01Z,tg:1758611100,,true,Pumpfun
tg_1758611100_139059,SOL,Update 2x  penistock,7QuhFxsZRCSCkjag5om2ijmbqNfRhaBRLaXPCQGypump,2025-07-01T00:58:21Z,tg:1758611100,,true,Pumpfun
tg_1758611100_139071,SOL,Update 2x  pennystock,6Jj5vp8sMzj2SRAVRN9ZS2bqBUYDCvPxLGShXKMHpump,2025-07-01T01:56:21Z,tg:1758611100,https://x.com/i/communities/1939844227199898072,true,Pumpfun
tg_1758611100_139093,SOL,Update 2.5x  aerotyne,B3k7A9uBuxERpKC5Yd7G6w9eCQnXtu27Rwq5c2xdpump,2025-07-01T03:38:02Z,tg:1758611100,https://x.com/i/communities/1939873521842405742,true,Pumpfun
tg_1758611100_139097,SOL,Update 2x  bluechip,DHJVYXsikcimtcVo49FAZqYd1XPYPaXezYhbKArJbonk,2025-07-01T03:47:34Z,tg:1758611100,https://x.com/i/communities/1937973578269647065,false,Bonk
tg_1758611100_139105,SOL,Update 2x  WMDR,Gzb9XduScnJqZ3GKbazbPLWx8Nw8V6uM9VqEZLe8mBLV,2025-07-01T04:46:17Z,tg:1758611100,http://x.com/waterminder_app,true,raydium
tg_1758611100_139112,SOL,Sif,GSdtu9Nm7kZ1x8ddtisXFthzxFM5CmuMrSnBFfnHokm6,2025-07-01T05:27:05Z,tg:1758611100,https://x.com/solanaindexfund,false,raydium
tg_1758611100_139116,SOL,Pink Sheets,DPgmdXrqGHykj26xTGsmoNpFMfjaFB93cHvURriHpump,2025-07-01T05:45:35Z,tg:1758611100,https://x.com/i/communities/1939891766074757141,false,Pumpfun
tg_1758611100_139158,SOL,Microsoft,4cjmXiM4Mg7F5Q5mXJF4Xn9y36wY9xLHK5nzcN4qpump,2025-07-01T09:30:29Z,tg:1758611100,https://x.com/i/communities/1939970758513406138,false,Pumpfun
tg_1758611100_139169,SOL,memeusd,A4u2PhhSxFUJdXRrqzbpQhgYEWZ56Mj5gFSFhYSFpump,2025-07-01T10:19:22Z,tg:1758611100,https://x.com/i/communities/1939986543973748981,false,Pumpfun
tg_1758611100_139179,SOL,update 3x  sherekt,3XCvJPwnMR3ccZiyEGzeLqgfVXMk4ia6YKdwR3Ftpump,2025-07-01T11:34:17Z,tg:1758611100,https://x.com/i/communities/1939999040965349544,true,Pumpfun
tg_1758611100_139190,SOL,DEPORTLON,5RcXsuKg6nWH9UEKdf22XLwwKJE2EmcGuHNadpgGDa9v,2025-07-01T12:43:35Z,tg:1758611100,https://x.com/zerohedge/status/1940016918494154845,false,raydium
tg_1758611100_139201,SOL,SEEKAI,6NWctRoMdzNjEwNqHmQv5b1nEi5XURek63wDdrawsBLV,2025-07-01T13:44:28Z,tg:1758611100,,false,raydium
tg_1758611100_139216,SOL,Update 2.5x  Mew,DaPKQjewgFoCdgtK7X7V33PDQmG69r8Qvst9ZCjZpump,2025-07-01T15:51:26Z,tg:1758611100,https://x.com/i/communities/1940055896811610398,false,Pumpfun
tg_1758611100_139226,SOL,XELO TECH,t8w3Tr9crxWCKdr8B91n4mxAaCmYAXXWvs64WYdpump,2025-07-01T16:58:49Z,tg:1758611100,https://x.com/xelo_tech,false,Pumpfun
tg_1758611100_139246,SOL,update 2x  GAYMAN,HYJ9CKdVBwqYnZTEkEgWoyZJikWJ6icQKtaiNRgXpump,2025-07-01T18:37:08Z,tg:1758611100,https://x.com/i/communities/1940095254641639556,true,Pumpfun
tg_1758611100_139250,SOL,dog wif bat,EeKce1KYy6FzSr6hTkBgmAJhosxkwfpY9vDW94Tpbonk,2025-07-01T18:54:49Z,tg:1758611100,https://x.com/i/communities/1940093855195599356,false,Bonk
tg_1758611100_139262,SOL,Update 2x  glootie,8nPLPo57wMcRbqDbUBmNAvbrbCSpny2VBHowgZ3Rpump,2025-07-01T19:58:49Z,tg:1758611100,https://x.com/i/communities/1940120591022870885,true,Pumpfun
tg_1758611100_139277,SOL,Update  eth,89AXu3q1yoaQF3YzCwMVqPFyfXnzcTCJYvXLG1Kopump,2025-07-01T21:48:52Z,tg:1758611100,https://x.com/search?q=eddie%20the%20hamster,true,Pumpfun
tg_1758611100_139291,SOL,Launchlab  Infinite Tesla Glitch,DxzQNenW6q4jMs76e6jjhqvJbZ39gEUTAn5gdd1Nbonk,2025-07-01T23:14:56Z,tg:1758611100,https://x.com/tslaglitch,false,Bonk
tg_1758611100_139327,SOL,Update  btc,25mXqqr8yjZG1jCo87vMerjVKPoEbeDCj3Gwavdsbonk,2025-07-02T03:53:02Z,tg:1758611100,https://x.com/i/communities/1940227661076267252/,true,Bonk
tg_1758611100_139330,SOL,Shitcoin,HLRs2Yj3GHWuWrrxotQo2oQ9P2oUSYwqstwYtBkBbonk,2025-07-02T04:14:42Z,tg:1758611100,https://x.com/i/communities/1940218879554593217,false,Bonk
tg_1758611100_139335,SOL,Boatkid,FJjKH9Xp2SvNDNUSN7X9T4uMNafFEYzbZpnwEZXKpump,2025-07-02T04:38:03Z,tg:1758611100,https://x.com/i/communities/1938905339300073916,false,Pumpfun
tg_1758611100_139338,SOL,Update 2x  sendit,8ztixkSGb1sdq4cBAA44NRAdkUZBuRz9snquq72Gpump,2025-07-02T04:50:29Z,tg:1758611100,https://x.com/i/communities/1940195620163113406,true,Pumpfun
tg_1758611100_139345,SOL,This You?,6mfaa4KbMHfGfXtWmjpkXoNMLsYSPD69qsGtPqbkpump,2025-07-02T05:17:23Z,tg:1758611100,https://x.com/Thiss_Youu,false,Pumpfun
tg_1758611100_139387,SOL,update 2x  Po,8KVSgbqc4Fadj5T7fvfFWcbenpmJbBjgrBTgnVQypump,2025-07-02T09:19:04Z,tg:1758611100,https://x.com/i/communities/1940311833585291726,true,Pumpfun
tg_1758611100_139401,SOL,update 4x   SELF SUCKING ELEPHANT,5njL1x2LRKT8AjVNBQiyz1RBm8q7gp8495Zkq16Gpump,2025-07-02T10:48:34Z,tg:1758611100,https://x.com/i/communities/1940329769721061616,true,Pumpfun
tg_1758611100_139406,SOL,Pumpfun  Chipe,Cd6NGzg6YumULhgabiuHeQmXXgg2wquAqKAPzMeUpump,2025-07-02T11:24:16Z,tg:1758611100,https://x.com/i/communities/1940025148683206794,false,Pumpfun
tg_1758611100_139413,SOL,IRA,57vRgzy9iteSQRPQgX2L4RcsjxgstfMNZhswtBKLpump,2025-07-02T11:45:48Z,tg:1758611100,https://x.com/i/communities/1940371989304148152/,false,Pumpfun
tg_1758611100_139426,SOL,update 2x  Tokenized Tuna,Caid2S95bngj9e3bnJ3C3tYGPLy3N32qAh5yaqPktnXr,2025-07-02T12:49:14Z,tg:1758611100,https://x.com/i/communities/1940338678091358482,true,raydium
tg_1758611100_139438,SOL,update  STONKS9800,7CLBRXBp534WyZfgMDnR3E4VyedeHVPFQe3P1EHDpump,2025-07-02T13:41:05Z,tg:1758611100,https://x.com/i/communities/1940340209947648433,true,Pumpfun
tg_1758611100_139442,SOL,update 2.5x  The coin,6Za52BBibHQ445ouLcji8pjY1gkuhcmYTAo3fG2zpump,2025-07-02T14:01:28Z,tg:1758611100,https://x.com/i/communities/1940182328229396548,true,Pumpfun
tg_1758611100_139478,SOL,Saltlana,2KqzGcQLTEPrm6u5teGQMzR4M3v7RB5184qth1hxn3Jy,2025-07-02T17:53:43Z,tg:1758611100,https://x.com/i/communities/1940429793683517564,false,raydium
tg_1758611100_139482,SOL,update 2.5x   commodity,9mfqn25C1nMVwn7YjxdJFvvTqichHFf8aR6vzNzPSodh,2025-07-02T18:10:36Z,tg:1758611100,https://x.com/aeyakovenko/status/1940470175922593873,true,raydium
tg_1758611100_139486,SOL,Pumpfun  Pepe Jr In Real Life,A4o83iQ2i8oXYyntMQ7hfkdDBSPfc97QgVNCH5bgpump,2025-07-02T18:24:41Z,tg:1758611100,,false,Pumpfun
tg_1758611100_139488,SOL,update 4x  commodity ( bonk ),DHWsCTAezSaMZcbyyXZy32sj1Q9aycBnGscswe2Jbonk,2025-07-02T18:32:06Z,tg:1758611100,https://x.com/i/communities/1940474504058134701,true,Bonk
tg_1758611100_139500,SOL,ARTEON AI,25MrUAQBxY5wS21eLNFrW32PmwuDcy3mfBK1bHCTwSRz,2025-07-02T19:19:42Z,tg:1758611100,https://x.com/arteonai_solana?s=21,false,raydium
tg_1758611100_139507,SOL,BlackRock1337,DTf1r45zDHV8XkKLaQbXzsecBBVWsoVRx6PYC8Vypump,2025-07-02T20:06:43Z,tg:1758611100,https://x.com/BLK1337,false,Pumpfun
tg_1758611100_139514,SOL,Update  Soham,G95Ymh2s4qSkKA6mdegcEu4qf2QWk1A1a7c85Kg7eBLV,2025-07-02T20:51:17Z,tg:1758611100,https://x.com/Suhail/status/1940287384131969067,true,raydium
tg_1758611100_139518,SOL,Update 2x  jupcat,7UoT8ne4B2vN26DntjEUfomzEzbViuQ9QKv7FsuJjups,2025-07-02T21:07:26Z,tg:1758611100,https://x.com/i/communities/1940496151284748504,true,raydium
tg_1758611100_139527,SOL,Update 2x  company,Hv69wUkD225TYq111eAar9CtjhNpzBTRFpHkpY3pbonk,2025-07-02T21:59:21Z,tg:1758611100,,true,Bonk
tg_1758611100_139548,SOL,Update 2.5x  litterbox,4V6G61iZAds2TTh9wQiL7qqpiTq8f8zpoUTf4e3Jjups,2025-07-02T23:35:20Z,tg:1758611100,https://x.com/litterboxtrust,true,raydium
tg_1758611100_139551,SOL,Update  bot,4HaAw8hz2zSPQYnyG8zULriRjzRDF9qU7wDMwPaNpump,2025-07-02T23:51:19Z,tg:1758611100,https://x.com/i/communities/1908022795570995313,true,Pumpfun
tg_1758611100_139559,SOL,Update 2x  invest (cat),727k2zP1R6vbiPLA6tJ8N6qvJ2JojAZv1Lwjn8XFpump,2025-07-03T00:53:03Z,tg:1758611100,https://x.com/i/communities/1940566245327405194,true,Pumpfun
tg_1758611100_139564,SOL,Update  invest (dog),55KrNjWHrkgxCzTLvcgaKYDxaopuxZK8vETi1CJNpump,2025-07-03T01:04:38Z,tg:1758611100,https://x.com/i/communities/1940535597128409442,true,Pumpfun
tg_1758611100_139577,SOL,Update  reinvest,F386mAUqQgqdMcFkwr4d5n6CzAVFTihcHgGbe3Vm4M9G,2025-07-03T01:53:48Z,tg:1758611100,,true,raydium
tg_1758611100_139591,SOL,Purple People Eater,HKZRSoiY6okJRp47hVLQsKNUNbn8VjGNhVys9sCgLc8s,2025-07-03T03:16:30Z,tg:1758611100,https://x.com/purpleeatersol?s=21,false,raydium
tg_1758611100_139599,SOL,Update 2x  jupsy,AFYfxBTobpUZFSogCrKpUcsXD7RbvPf45Bfvbtu1jups,2025-07-03T04:07:01Z,tg:1758611100,,true,raydium
tg_1758611100_139602,SOL,Update 4x  poopiter,6DZLihLpHZW7kkaKLfR3qLbzj57N6MFsmCNrGvUXjups,2025-07-03T04:31:19Z,tg:1758611100,,true,raydium
tg_1758611100_139626,SOL,JuPepe,8pFhEs3ZMCMVekQDCVvUYLBAPJdUkYWxUeNUMdq7jups,2025-07-03T07:02:38Z,tg:1758611100,https://x.com/i/communities/1940657777242001769,false,raydium
tg_1758611100_139636,SOL,CATDETS,ADSkaYVeTYazX77JypE7HEvRdx1QZVAo3whhCACjjups,2025-07-03T08:01:28Z,tg:1758611100,https://x.com/i/communities/1940653697362547149,false,raydium
tg_1758611100_139650,SOL,update 2x  STG,C5foDnkmuybLhNETy9XKNBMh9unCuuFVa5feZTFHpump,2025-07-03T09:27:33Z,tg:1758611100,https://x.com/tinysoulgame/status/1935535297657438501,true,Pumpfun
tg_1758611100_139670,SOL,conviction,8fycP3TopzAqrtDJwYuwKf2SHXBz2eyW5ntC4Y7sbonk,2025-07-03T11:35:58Z,tg:1758611100,https://x.com/i/communities/1940439342696083858,true,Bonk
tg_1758611100_139673,SOL,update 2x  Pengays,ARiT6wn8okizSb2K9jtGAUMxKJS4ismj3FyswCDcbonk,2025-07-03T11:48:19Z,tg:1758611100,https://x.com/i/communities/1940725829027217856,true,Bonk
tg_1758611100_139675,SOL,update 2x  BIG BEAUTIFUL BONKERS,AJisub9CmgjWE6e5YxYkyMs2xmj883iAutxPyPmGbonk,2025-07-03T11:53:34Z,tg:1758611100,https://x.com/i/communities/1940736719156138296/,true,Bonk
tg_1758611100_139683,SOL,KIRBY,EoLW32eUjN9XibMLEb53CMzLtg9XxnHFU6fbpSukjups,2025-07-03T12:38:40Z,tg:1758611100,https://x.com/micdotsol/status/1940681973422608494,false,raydium
tg_1758611100_139694,SOL,update 4x  Bog,EXgaZEkfdJMGhaK6uMcC7qnsFodEsdaLii8p442ppump,2025-07-03T13:39:01Z,tg:1758611100,https://x.com/bogeveryone,true,Pumpfun
tg_1758611100_139711,SOL,Nothing,EZzRUjAZpbBwrsjeqxCQyWebJ7uTrZvx7Jf77hfxpump,2025-07-03T14:38:36Z,tg:1758611100,https://x.com/i/communities/1940764291100975234,false,Pumpfun
tg_1758611100_139717,SOL,Prelaunch  Nexy AI,ryAgfsmgmadESGttuG8LwKDsBsT7EisVkLxFcGKpump,2025-07-03T15:05:25Z,tg:1758611100,,false,Pumpfun
