id,network,name,contract_address,timestamp,source,twitter_url,pinned_earlier,launch
tg_1758611100_139097,SOL,Update 2x  bluechip,DHJVYXsikcimtcVo49FAZqYd1XPYPaXezYhbKArJbonk,2025-07-01T03:47:34Z,tg:1758611100,https://x.com/i/communities/1937973578269647065,False,Bonk
tg_1758611100_139112,SOL,Sif,GSdtu9Nm7kZ1x8ddtisXFthzxFM5CmuMrSnBFfnHokm6,2025-07-01T05:27:05Z,tg:1758611100,https://x.com/solanaindexfund,False,raydium
tg_1758611100_139116,SOL,Pink Sheets,DPgmdXrqGHykj26xTGsmoNpFMfjaFB93cHvURriHpump,2025-07-01T05:45:35Z,tg:1758611100,https://x.com/i/communities/1939891766074757141,False,Pumpfun
tg_1758611100_139158,SOL,Microsoft,4cjmXiM4Mg7F5Q5mXJF4Xn9y36wY9xLHK5nzcN4qpump,2025-07-01T09:30:29Z,tg:1758611100,https://x.com/i/communities/1939970758513406138,False,Pumpfun
tg_1758611100_139169,SOL,memeusd,A4u2PhhSxFUJdXRrqzbpQhgYEWZ56Mj5gFSFhYSFpump,2025-07-01T10:19:22Z,tg:1758611100,https://x.com/i/communities/1939986543973748981,False,Pumpfun
tg_1758611100_139190,SOL,DEPORTLON,5RcXsuKg6nWH9UEKdf22XLwwKJE2EmcGuHNadpgGDa9v,2025-07-01T12:43:35Z,tg:1758611100,https://x.com/zerohedge/status/1940016918494154845,False,raydium
tg_1758611100_139201,SOL,SEEKAI,6NWctRoMdzNjEwNqHmQv5b1nEi5XURek63wDdrawsBLV,2025-07-01T13:44:28Z,tg:1758611100,,False,raydium
tg_1758611100_139216,SOL,Update 2.5x  Mew,DaPKQjewgFoCdgtK7X7V33PDQmG69r8Qvst9ZCjZpump,2025-07-01T15:51:26Z,tg:1758611100,https://x.com/i/communities/1940055896811610398,False,Pumpfun
tg_1758611100_139226,SOL,XELO TECH,t8w3Tr9crxWCKdr8B91n4mxAaCmYAXXWvs64WYdpump,2025-07-01T16:58:49Z,tg:1758611100,https://x.com/xelo_tech,False,Pumpfun
tg_1758611100_139250,SOL,dog wif bat,EeKce1KYy6FzSr6hTkBgmAJhosxkwfpY9vDW94Tpbonk,2025-07-01T18:54:49Z,tg:1758611100,https://x.com/i/communities/1940093855195599356,False,Bonk
tg_1758611100_139291,SOL,Launchlab  Infinite Tesla Glitch,DxzQNenW6q4jMs76e6jjhqvJbZ39gEUTAn5gdd1Nbonk,2025-07-01T23:14:56Z,tg:1758611100,https://x.com/tslaglitch,False,Bonk
tg_1758611100_139330,SOL,Shitcoin,HLRs2Yj3GHWuWrrxotQo2oQ9P2oUSYwqstwYtBkBbonk,2025-07-02T04:14:42Z,tg:1758611100,https://x.com/i/communities/1940218879554593217,False,Bonk
tg_1758611100_139335,SOL,Boatkid,FJjKH9Xp2SvNDNUSN7X9T4uMNafFEYzbZpnwEZXKpump,2025-07-02T04:38:03Z,tg:1758611100,https://x.com/i/communities/1938905339300073916,False,Pumpfun
tg_1758611100_139345,SOL,This You?,6mfaa4KbMHfGfXtWmjpkXoNMLsYSPD69qsGtPqbkpump,2025-07-02T05:17:23Z,tg:1758611100,https://x.com/Thiss_Youu,False,Pumpfun
tg_1758611100_139406,SOL,Pumpfun  Chipe,Cd6NGzg6YumULhgabiuHeQmXXgg2wquAqKAPzMeUpump,2025-07-02T11:24:16Z,tg:1758611100,https://x.com/i/communities/1940025148683206794,False,Pumpfun
tg_1758611100_139413,SOL,IRA,57vRgzy9iteSQRPQgX2L4RcsjxgstfMNZhswtBKLpump,2025-07-02T11:45:48Z,tg:1758611100,https://x.com/i/communities/1940371989304148152/,False,Pumpfun
tg_1758611100_139478,SOL,Saltlana,2KqzGcQLTEPrm6u5teGQMzR4M3v7RB5184qth1hxn3Jy,2025-07-02T17:53:43Z,tg:1758611100,https://x.com/i/communities/1940429793683517564,False,raydium
tg_1758611100_139486,SOL,Pumpfun  Pepe Jr In Real Life,A4o83iQ2i8oXYyntMQ7hfkdDBSPfc97QgVNCH5bgpump,2025-07-02T18:24:41Z,tg:1758611100,,False,Pumpfun
tg_1758611100_139500,SOL,ARTEON AI,25MrUAQBxY5wS21eLNFrW32PmwuDcy3mfBK1bHCTwSRz,2025-07-02T19:19:42Z,tg:1758611100,https://x.com/arteonai_solana?s=21,False,raydium
tg_1758611100_139507,SOL,BlackRock1337,DTf1r45zDHV8XkKLaQbXzsecBBVWsoVRx6PYC8Vypump,2025-07-02T20:06:43Z,tg:1758611100,https://x.com/BLK1337,False,Pumpfun
tg_1758611100_139591,SOL,Purple People Eater,HKZRSoiY6okJRp47hVLQsKNUNbn8VjGNhVys9sCgLc8s,2025-07-03T03:16:30Z,tg:1758611100,https://x.com/purpleeatersol?s=21,False,raydium
tg_1758611100_139626,SOL,JuPepe,8pFhEs3ZMCMVekQDCVvUYLBAPJdUkYWxUeNUMdq7jups,2025-07-03T07:02:38Z,tg:1758611100,https://x.com/i/communities/1940657777242001769,False,raydium
tg_1758611100_139636,SOL,CATDETS,ADSkaYVeTYazX77JypE7HEvRdx1QZVAo3whhCACjjups,2025-07-03T08:01:28Z,tg:1758611100,https://x.com/i/communities/1940653697362547149,False,raydium
tg_1758611100_139683,SOL,KIRBY,EoLW32eUjN9XibMLEb53CMzLtg9XxnHFU6fbpSukjups,2025-07-03T12:38:40Z,tg:1758611100,https://x.com/micdotsol/status/1940681973422608494,False,raydium
tg_1758611100_139711,SOL,Nothing,EZzRUjAZpbBwrsjeqxCQyWebJ7uTrZvx7Jf77hfxpump,2025-07-03T14:38:36Z,tg:1758611100,https://x.com/i/communities/1940764291100975234,False,Pumpfun
tg_1758611100_139717,SOL,Prelaunch  Nexy AI,ryAgfsmgmadESGttuG8LwKDsBsT7EisVkLxFcGKpump,2025-07-03T15:05:25Z,tg:1758611100,,False,Pumpfun
tg_1758611100_139742,SOL,Pickle Rick,w2ZUkG3MTYrmDLoUbRcQduCWECNGPvPZs1vhxaDpump,2025-07-03T17:33:38Z,tg:1758611100,,False,Pumpfun
tg_1758611100_139796,SOL,Pumpfun  Yuno,J4VRowz8cZjPHXQBZe3vbgnm9BoBrtuF3ewYxy9Spump,2025-07-03T21:28:50Z,tg:1758611100,,False,Pumpfun
tg_1758611100_139836,SOL,Uranus,BFgdzMkTPdKKJeTipv2njtDEwhKxkgFueJQfJGt1jups,2025-07-04T02:25:30Z,tg:1758611100,https://x.com/i/communities/1940787479281361171/,False,raydium
tg_1758611100_139922,SOL,Wechat Doge,83kGGSggYGP2ZEEyvX54SkZR1kFn84RgGCDyptbDbonk,2025-07-04T09:15:17Z,tg:1758611100,https://x.com/i/communities/1941027470058434674,False,Bonk
tg_1758611100_139999,SOL,China Coin,xedVaAkpko3qNwymCYs7KkBd7EiXYxFqtb5nVd3bonk,2025-07-04T15:34:14Z,tg:1758611100,https://x.com/Sol_Chinacoin,False,Bonk
tg_1758611100_140010,SOL,FreeInnovGovHopeThrstX,9NT3GXSvPPZxjTNyGfgwPZVahfdMV8iJiHqEtjBDpump,2025-07-04T16:37:10Z,tg:1758611100,,False,Pumpfun
tg_1758611100_140045,SOL,SuperGrok,P79VPZFfDreHPQVEF9BHZtAipDpviczpcnBXHWspump,2025-07-04T19:12:51Z,tg:1758611100,https://x.com/search?q=supergrok&src=typed_query,False,Pumpfun
tg_1758611100_140111,SOL,Pumpfun  Me and Who,wDi36E7VFhMqRF2yVf3zj1D9eHrqiphvtyxJQ1npump,2025-07-05T01:28:02Z,tg:1758611100,https://x.com/i/communities/1941292012046622792,False,Pumpfun
