signal_id,contract_address,signal_timestamp,entry_time,exit_time,entry_price,exit_price,pnl_pct,reason,source,narrative,meta_levels_hit,meta_fractions_exited,meta_realized_multiple,meta_time_stop_triggered,meta_runner_ladder,meta_entry_idx,meta_ladder_reason,meta_vol_sum_5m,meta_range_pct_5m,meta_volat_5m,meta_vol_sum_15m,meta_range_pct_15m,meta_volat_15m,meta_vol_sum_60m,meta_range_pct_60m,meta_volat_60m,meta_total_supply_used,meta_entry_mcap_proxy,meta_exit_mcap_proxy,meta_mcap_change_pct
tg_1758611100_139097,DHJVYXsikcimtcVo49FAZqYd1XPYPaXezYhbKArJbonk,2025-07-01 03:47:34+00:00,2025-07-17 07:34:00+00:00,2025-07-17 08:17:00+00:00,0.0139710885452199,0.0226184641845089,61.89478802099233,timeout,tg:1758611100,,{},{},1.6189478802099233,True,True,0,time_stop,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000000000.0,13971088.5452199,22618464.184508897,0.6189478802099232
tg_1758611100_139116,DPgmdXrqGHykj26xTGsmoNpFMfjaFB93cHvURriHpump,2025-07-01 05:45:35+00:00,2025-07-01 05:46:00+00:00,2025-07-02 05:46:00+00:00,5.950337648445003e-05,3.729779568549047e-06,-94.64705083505139,timeout,tg:1758611100,,{},{},0.0626818138551137,True,True,0,time_stop,8864.314757262255,0.10908268177659194,0.0462381076960848,26946.351097437528,0.24366176508862092,0.04655468562683255,97485.7685960735,0.5747979667338275,0.06173341685769328,1000000000.0,59503.37648445003,3729.779568549047,-0.9373181861448863
tg_1758611100_139158,4cjmXiM4Mg7F5Q5mXJF4Xn9y36wY9xLHK5nzcN4qpump,2025-07-01 09:30:29+00:00,2025-07-01 09:31:00+00:00,2025-07-01 10:44:00+00:00,8.862516388928094e-05,0.0002657374785189,199.84427318056612,tp,tg:1758611100,,"{""3.0"": ""2025-07-01T10:44:00+00:00""}",{},1.0,False,True,0,ladder_tp,97916.64614755231,0.5427843006041345,0.28733144960066176,147550.43533796674,0.5703207733058681,0.22248791993943157,147550.43533796674,0.5703207733058681,0.22248791993943157,1000000000.0,88625.16388928094,265737.4785189,1.9984427318056615
tg_1758611100_139169,A4u2PhhSxFUJdXRrqzbpQhgYEWZ56Mj5gFSFhYSFpump,2025-07-01 10:19:22+00:00,2025-07-01 10:20:00+00:00,2025-07-02 10:20:00+00:00,8.642882319763638e-05,3.789563652359809e-06,-95.5577776372255,timeout,tg:1758611100,,{},{},0.043846063294119275,True,True,0,time_stop,21600.628849252906,0.3254644937462109,0.06811210744957927,73056.25769526967,0.5731308881199682,0.14721165989567814,73056.25769526967,0.5731308881199682,0.14721165989567814,1000000000.0,86428.82319763637,3789.563652359809,-0.9561539367058808
tg_1758611100_139190,5RcXsuKg6nWH9UEKdf22XLwwKJE2EmcGuHNadpgGDa9v,2025-07-01 12:43:35+00:00,2025-07-01 12:44:00+00:00,2025-07-02 12:44:00+00:00,0.0001768686344485,7.628788746059637e-06,-89.28802478347173,timeout,tg:1758611100,,{},{},0.043132513403788174,True,True,0,time_stop,60715.36776263714,0.3562937271579892,0.12042194238206444,454338.7835741491,0.94035990126876,0.35718089593416924,1480022.3770733813,1.170528724705112,0.26548782782106967,1000000000.0,176868.6344485,7628.788746059638,-0.9568674865962118
tg_1758611100_139201,6NWctRoMdzNjEwNqHmQv5b1nEi5XURek63wDdrawsBLV,2025-07-01 13:44:28+00:00,2025-07-01 13:45:00+00:00,2025-07-02 13:45:00+00:00,0.0007359013167536,3.656456505301752e-05,-19.376334133431538,timeout,tg:1758611100,,{},{},0.049686777589039624,True,True,0,time_stop,46.80092593362664,0.03441428602767359,0.0,145.1122538877444,0.03736926315842948,0.0,147.09656479585857,0.03736926315842948,0.05113631367951348,1000000000.0,735901.3167536,36564.565053017526,-0.9503132224109603
tg_1758611100_139216,DaPKQjewgFoCdgtK7X7V33PDQmG69r8Qvst9ZCjZpump,2025-07-01 15:51:26+00:00,2025-07-01 15:52:00+00:00,2025-07-02 15:52:00+00:00,0.0001118185446662,3.633237476764173e-06,-95.05924080891255,timeout,tg:1758611100,,{},{},0.03249226224156369,True,True,0,time_stop,14227.873476672195,0.40323761391706847,0.1312023198444938,26295.280185496624,0.5855715453445371,0.12104924000715514,167214.12697208504,0.9025864202316837,0.11768178684567154,1000000000.0,111818.5446662,3633.237476764173,-0.9675077377584363
tg_1758611100_139226,t8w3Tr9crxWCKdr8B91n4mxAaCmYAXXWvs64WYdpump,2025-07-01 16:58:49+00:00,2025-07-01 16:59:00+00:00,2025-07-02 16:59:00+00:00,7.509319700918323e-05,4.290754867293394e-06,-60.88220370780849,timeout,tg:1758611100,,{},{},0.05713906236764261,True,True,0,time_stop,7431.318955429495,0.27212408019631845,0.11326733914763996,28064.579179027223,0.4055811328273309,0.08164292197492373,495289.4407310959,2.5807520132128627,0.12759941073798967,1000000000.0,75093.19700918322,4290.7548672933935,-0.9428609376323575
tg_1758611100_139250,EeKce1KYy6FzSr6hTkBgmAJhosxkwfpY9vDW94Tpbonk,2025-07-01 18:54:49+00:00,2025-07-01 18:55:00+00:00,2025-07-01 19:23:00+00:00,0.0001481322868964,0.0003785605826698,155.55575398262485,tp,tg:1758611100,,"{""3.0"": ""2025-07-01T19:23:00+00:00""}",{},1.0,False,True,0,ladder_tp,17280.935800443116,0.6829411597365135,0.23214356500864425,41219.89192890162,0.9497900925817794,0.23715201787405302,125462.86686726243,0.9862646011421944,0.16821753516649066,1000000000.0,148132.2868964,378560.58266980003,1.5555575398262484
tg_1758611100_139291,DxzQNenW6q4jMs76e6jjhqvJbZ39gEUTAn5gdd1Nbonk,2025-07-01 23:14:56+00:00,2025-07-01 23:35:00+00:00,2025-07-02 23:35:00+00:00,7.960114886366141e-05,3.968753199805675e-06,-95.78950918173274,timeout,tg:1758611100,,{},{},0.04985798894188378,True,True,0,time_stop,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000000000.0,79601.14886366141,3968.753199805675,-0.9501420110581161
